"pred","se"
3256.82952427166,1906.62274116398
3256.77952898379,1906.62274126023
3256.76446746826,1906.6227414258
3256.76079871274,1906.62274158999
3256.7660085367,1906.6227417109
3256.79544247664,1906.62274179247
3256.90208075618,1906.62274184202
3257.02328003776,1906.62274186819
3257.07123942341,1906.62274187929
3257.04383963628,1906.62274188233
3256.99657398298,1906.62274188248
3256.98551339061,1906.62274188301
3256.99685775968,1906.62274188553
3257.01165984052,1906.62274189042
3257.005323873,1906.62274189724
3257.0163786578,1906.62274190518
3257.04729718434,1906.62274191332
3257.07730664613,1906.6227419209
3257.07212149185,1906.6227419274
3257.02617877645,1906.62274193254
3256.9662254679,1906.62274193629
3256.93385756495,1906.6227419388
3256.90946259632,1906.62274194031
3256.88225925089,1906.62274194109
3256.85429214715,1906.62274194141
3256.81630541616,1906.62274199697
3256.80486158289,1906.62274209256
3256.8020740396,1906.62274218735
3256.80603249629,1906.62274225715
3256.8283965871,1906.62274230424
3256.90942101582,1906.62274233285
3257.00150898454,1906.62274234795
3257.03794882435,1906.62274235436
3257.0171302955,1906.62274235612
3256.98121755785,1906.62274235621
3256.97281365091,1906.62274235652
3256.98143317316,1906.62274235797
3256.99267988633,1906.62274236079
3256.98786577877,1906.62274236473
3256.99626527308,1906.62274236931
3257.01975736204,1906.62274237401
3257.04255873795,1906.62274237839
3257.03861902544,1906.62274238214
3257.00371146424,1906.6227423851
3256.95815856714,1906.62274238727
3256.93356523296,1906.62274238872
3256.91502978392,1906.62274238959
3256.8943605127,1906.62274239004
3256.87311093316,1906.62274239023
3256.84424837844,1906.62274242231
3256.83555328267,1906.62274247749
3256.83343528993,1906.62274253221
3256.83644294996,1906.6227425725
3256.85343532541,1906.62274259969
3256.9149981908,1906.6227426162
3256.98496720276,1906.62274262492
3257.01265441992,1906.62274262862
3256.99683637208,1906.62274262963
3256.96954965043,1906.62274262969
3256.96316430961,1906.62274262987
3256.96971347628,1906.62274263071
3256.97825879897,1906.62274263234
3256.97460101007,1906.62274263461
3256.98098299815,1906.62274263725
3256.9988324336,1906.62274263997
3257.01615706097,1906.62274264249
3257.01316364288,1906.62274264465
3256.98664066055,1906.62274264637
3256.95202928573,1906.62274264762
3256.9333431173,1906.62274264846
3256.91925976772,1906.62274264896
3256.90355512676,1906.62274264922
3256.88740956392,1906.62274264933
3256.86547961516,1906.62274266785
3256.85887302726,1906.62274269971
3256.85726376319,1906.6227427313
3256.859549002,1906.62274275456
3256.87245991466,1906.62274277025
3256.91923576307,1906.62274277979
3256.97239865398,1906.62274278482
3256.99343557395,1906.62274278695
3256.98141692272,1906.62274278754
3256.96068430173,1906.62274278757
3256.95583268002,1906.62274278767
3256.96080877763,1906.62274278816
3256.96730156701,1906.6227427891
3256.96452235623,1906.62274279041
3256.9693714305,1906.62274279194
3256.98293354269,1906.6227427935
3256.99609690243,1906.62274279496
3256.99382248473,1906.62274279621
3256.97367015763,1906.6227427972
3256.94737221955,1906.62274279792
3256.93317435244,1906.6227427984
3256.92247373574,1906.62274279869
3256.91054125176,1906.62274279885
3256.8982737526,1906.62274279891
3256.881611241,1906.62274280961
3256.87659151438,1906.622742828
3256.87536878552,1906.62274284624
3256.8771051242,1906.62274285966
3256.88691491601,1906.62274286872
3256.92245549686,1906.62274287423
3256.96284899236,1906.62274287713
3256.97883297513,1906.62274287836
3256.9697011291,1906.62274287869
3256.95394835459,1906.62274287871
3256.95026206221,1906.62274287876
3256.95404293215,1906.62274287904
3256.95897619395,1906.62274287958
3256.9568645323,1906.62274288034
3256.96054888912,1906.62274288122
3256.9708534664,1906.62274288212
3256.98085506908,1906.62274288297
3256.97912695235,1906.62274288369
3256.96381508875,1906.62274288426
3256.94383375167,1906.62274288468
3256.93304612384,1906.62274288496
3256.92491572866,1906.62274288513
3256.91584935304,1906.62274288522
3256.9065284308,1906.62274288526
3256.89386815074,1906.62274289143
3256.89005413121,1906.62274290205
3256.8891250942,1906.62274291258
3256.89044437514,1906.62274292034
3256.89789791604,1906.62274292557
3256.92490187064,1906.62274292874
3256.95559310001,1906.62274293042
3256.96773782963,1906.62274293113
3256.96079939617,1906.62274293132
3256.94883034002,1906.62274293132
3256.94602947211,1906.62274293135
3256.94890220064,1906.62274293151
3256.95265052367,1906.62274293183
3256.95104606999,1906.62274293226
3256.95384546725,1906.62274293277
3256.96167494922,1906.62274293329
3256.9692742292,1906.62274293378
3256.96796119535,1906.62274293419
3256.95632714606,1906.62274293452
3256.94114520174,1906.62274293477
3256.93294869496,1906.62274293493
3256.92677117008,1906.62274293503
3256.91988248144,1906.62274293508
3256.91280038669,1906.6227429351
3256.90318102708,1906.62274293867
3256.90028311129,1906.6227429448
3256.89957722319,1906.62274295088
3256.90057962106,1906.62274295535
3256.90624286784,1906.62274295837
3256.92676064067,1906.62274296021
3256.95008002783,1906.62274296118
3256.95930766901,1906.62274296159
3256.95403580406,1906.6227429617
3256.94494164068,1906.6227429617
3256.94281352381,1906.62274296172
3256.94499624083,1906.62274296181
3256.94784424,1906.62274296199
3256.94662516611,1906.62274296224
3256.94875216557,1906.62274296253
3256.95470105472,1906.62274296283
3256.96047503497,1906.62274296311
3256.95947738367,1906.62274296336
3256.95063776058,1906.62274296355
3256.93910242477,1906.62274296369
3256.93287466789,1906.62274296379
3256.92818094602,1906.62274296385
3256.9229468775,1906.62274296388
3256.91756585782,1906.62274296389
3256.9102570085,1906.62274296595
3256.90805515404,1906.62274296948
3256.90751881587,1906.62274297299
3256.90828044401,1906.62274297557
3256.91258341417,1906.62274297732
3256.92817294571,1906.62274297837
3256.94589116126,1906.62274297893
3256.95290238048,1906.62274297917
3256.94889678467,1906.62274297924
3256.94198698271,1906.62274297924
3256.94037002626,1906.62274297925
3256.94202846824,1906.62274297931
3256.94419239575,1906.62274297941
3256.94326613582,1906.62274297955
3256.94488224325,1906.62274297972
3256.94940224626,1906.62274297989
3256.9537893524,1906.62274298005
3256.95303133074,1906.62274298019
3256.94631493008,1906.62274298031
3256.93755031011,1906.62274298039
3256.93281842166,1906.62274298044
3256.92925210256,1906.62274298048
3256.92527522471,1906.6227429805
3256.92118669246,1906.6227429805
3256.91563338324,1906.62274298169
3256.91396040051,1906.62274298373
3256.91355288743,1906.62274298576
3256.91413157724,1906.62274298725
3256.91740100075,1906.62274298825
3256.92924602387,1906.62274298886
3256.94270843436,1906.62274298918
3256.94803560237,1906.62274298932
3256.94499212574,1906.62274298935
3256.93974201519,1906.62274298936
3256.93851344162,1906.62274298936
3256.93977353616,1906.6227429894
3256.94141770175,1906.62274298946
3256.94071392369,1906.62274298954
3256.94194185217,1906.62274298964
3256.9453761786,1906.62274298974
3256.94870952916,1906.62274298984
3256.94813357958,1906.62274298992
3256.94303041655,1906.62274298998
3256.93637100373,1906.62274299002
3256.93277568542,1906.62274299006
3256.93006597397,1906.62274299007
3256.92704431742,1906.62274299009
3256.92393782516,1906.62274299009
3256.91971838624,1906.62274299078
3256.91844724355,1906.62274299196
3256.91813761257,1906.62274299313
3256.91857730469,1906.62274299399
3256.92106143303,1906.62274299457
3256.93006135534,1906.62274299492
3256.94029017865,1906.62274299511
3256.94433779407,1906.62274299518
3256.94202534157,1906.6227429952
3256.93803627489,1906.6227429952
3256.93710279704,1906.62274299521
3256.93806022472,1906.62274299523
3256.93930947197,1906.62274299526
3256.93877473702,1906.62274299531
3256.93970772473,1906.62274299536
3256.94231714733,1906.62274299542
3256.94484984784,1906.62274299547
3256.94441223776,1906.62274299552
3256.94053482272,1906.62274299556
3256.9354749594,1906.62274299558
3256.93274321416,1906.6227429956
3256.93068435853,1906.62274299561
3256.92838848507,1906.62274299562
3256.92602815291,1906.62274299563
3256.92282219695,1906.62274299602
3256.92185637482,1906.62274299671
3256.92162111527,1906.62274299739
3256.92195519608,1906.62274299789
3256.92384265226,1906.62274299822
3256.93068084927,1906.62274299843
3256.9384527729,1906.62274299853
3256.9415281763,1906.62274299858
3256.93977116049,1906.62274299859
3256.9367402428,1906.62274299859
3256.93603098051,1906.62274299859
3256.93675844002,1906.6227429986
3256.93770762586,1906.62274299862
3256.93730133092,1906.62274299864
3256.93801022079,1906.62274299867
3256.93999287633,1906.62274299871
3256.94191723794,1906.62274299874
3256.94158473908,1906.62274299876
3256.93863865499,1906.62274299878
3256.93479413933,1906.6227429988
3256.9327185423,1906.62274299881
3256.93115421097,1906.62274299882
3256.92940979202,1906.62274299882
3256.92761639695,1906.62274299883
3256.92518049165,1906.62274299906
3256.92444665398,1906.62274299945
3256.92426790232,1906.62274299984
3256.92452173899,1906.62274300013
3256.92595583995,1906.62274300032
3256.93115154461,1906.62274300044
3256.93705670057,1906.6227430005
3256.93939341122,1906.62274300053
3256.93805841968,1906.62274300054
3256.93575550954,1906.62274300054
3256.93521660764,1906.62274300054
3256.93576933591,1906.62274300054
3256.93649053322,1906.62274300055
3256.93618182779,1906.62274300057
3256.93672044672,1906.62274300058
3256.93822688075,1906.6227430006
3256.93968902268,1906.62274300062
3256.93943638798,1906.62274300064
3256.93719793494,1906.62274300065
3256.93427684801,1906.62274300066
3256.93269979646,1906.62274300067
3256.93151120778,1906.62274300067
3256.9301857874,1906.62274300067
3256.92882315466,1906.62274300067
3256.92697233865,1906.62274300081
3256.92641476422,1906.62274300103
3256.92627894759,1906.62274300126
3256.92647181428,1906.62274300142
3256.92756145312,1906.62274300153
3256.93150918186,1906.6227430016
3256.93599595613,1906.62274300163
3256.93777140343,1906.62274300165
3256.93675706854,1906.62274300165
3256.93500730308,1906.62274300165
3256.93459784206,1906.62274300165
3256.93501780844,1906.62274300165
3256.93556577865,1906.62274300166
3256.93533122234,1906.62274300166
3256.93574046836,1906.62274300167
3256.93688506631,1906.62274300168
3256.93799601085,1906.62274300169
3256.93780405743,1906.6227430017
3256.93610326688,1906.62274300171
3256.93388380685,1906.62274300172
3256.93268555326,1906.62274300172
3256.93178245618,1906.62274300173
3256.93077539352,1906.62274300173
3256.92974005668,1906.62274300173
3256.92833379515,1906.62274300181
3256.92791014663,1906.62274300194
3256.92780695231,1906.62274300207
3256.92795349362,1906.62274300217
3256.92878140799,1906.62274300223
3256.93178091687,1906.62274300227
3256.93518999589,1906.62274300229
3256.93653899181,1906.6227430023
3256.93576829384,1906.6227430023
3256.93443881115,1906.6227430023
3256.93412770012,1906.6227430023
3256.93444679319,1906.62274300229
3256.93486314436,1906.6227430023
3256.93468492702,1906.6227430023
3256.9349958747,1906.62274300231
3256.93586554735,1906.62274300232
3256.93670964993,1906.62274300232
3256.93656380252,1906.62274300233
3256.93527153127,1906.62274300233
3256.93358517172,1906.62274300234
3256.93267473118,1906.62274300234
3256.9319885524,1906.62274300234
3256.93122337992,1906.62274300234
3256.93043672455,1906.62274300234
3256.92936823828,1906.62274300239
3256.9290463475,1906.62274300247
3256.92896793981,1906.62274300254
3256.92907928281,1906.6227430026
3256.9297083373,1906.62274300263
3256.93198738283,1906.62274300266
3256.93457762229,1906.62274300267
3256.93560259778,1906.62274300268
3256.93501701667,1906.62274300268
3256.93400686745,1906.62274300268
3256.93377048335,1906.62274300268
3256.93401293225,1906.62274300268
3256.93432927846,1906.62274300268
3256.93419386782,1906.62274300268
3256.9344301278,1906.62274300268
3256.93509091049,1906.62274300269
3256.93573226489,1906.62274300269
3256.93562144912,1906.6227430027
3256.93463957338,1906.6227430027
3256.93335826689,1906.62274300271
3256.9326665085,1906.62274300271
3256.93214514559,1906.62274300271
3256.93156376278,1906.62274300271
3256.93096605713,1906.62274300271
3256.93015421461,1906.62274300274
3256.92990963999,1906.62274300278
3256.92985006534,1906.62274300283
3256.92993466445,1906.62274300285
3256.93041262397,1906.62274300287
3256.93214425694,1906.62274300289
3256.93411233701,1906.62274300289
3256.93489111978,1906.62274300289
3256.9344461916,1906.62274300289
3256.93367867393,1906.62274300289
3256.93349906782,1906.62274300289
3256.93368328201,1906.6227430029
3256.93392364383,1906.6227430029
3256.93382075798,1906.6227430029
3256.93400026978,1906.6227430029
3256.93450233658,1906.6227430029
3256.93498964165,1906.62274300291
3256.93490544314,1906.62274300291
3256.93415940784,1906.62274300291
3256.93318586319,1906.62274300291
3256.93266026086,1906.62274300291
3256.93226412607,1906.62274300291
3256.9318223878,1906.62274300292
3256.93136824732,1906.62274300292
3256.93075140432,1906.62274300293
3256.930565575,1906.62274300296
3256.93052030981,1906.62274300298
3256.93058458874,1906.622743003
3256.93094774536,1906.62274300301
3256.93226345087,1906.62274300302
3256.93375881037,1906.62274300302
3256.93435053436,1906.62274300302
3256.93401247516,1906.62274300302
3256.93342931045,1906.62274300301
3256.93329284461,1906.62274300301
3256.9334328117,1906.62274300301
3256.93361544011,1906.62274300302
3256.9335372668,1906.62274300302
3256.93367366098,1906.62274300302
3256.93405513447,1906.62274300303
3256.93442539189,1906.62274300303
3256.93436141734,1906.62274300303
3256.93379457507,1906.62274300304
3256.93305486979,1906.62274300304
3256.93265551386,1906.62274300304
3256.93235452819,1906.62274300304
3256.93201889269,1906.62274300304
3256.93167383393,1906.62274300304
3256.93120515278,1906.62274300305
3256.9310639585,1906.62274300306
3256.93102956573,1906.62274300308
3256.93107840526,1906.62274300309
3256.93135433392,1906.62274300309
3256.93235401516,1906.6227430031
3256.93349019862,1906.6227430031
3256.93393979419,1906.62274300309
3256.93368293471,1906.62274300309
3256.93323984253,1906.62274300309
3256.93313615494,1906.62274300309
3256.9332425028,1906.62274300309
3256.933381265,1906.62274300309
3256.93332186843,1906.62274300309
3256.93342550158,1906.62274300309
3256.93371534751,1906.6227430031
3256.93399667141,1906.6227430031
3256.93394806314,1906.6227430031
3256.93351737286,1906.6227430031
3256.93295534018,1906.6227430031
3256.93265190706,1906.6227430031
3256.93242321627,1906.6227430031
3256.93216819833,1906.6227430031
3256.93190602054,1906.6227430031
3256.93154991368,1906.62274300311
3256.93144263339,1906.62274300312
3256.93141650155,1906.62274300313
3256.93145361013,1906.62274300313
3256.93166326244,1906.62274300314
3256.93242282648,1906.62274300314
3256.93328610574,1906.62274300314
3256.93362771125,1906.62274300314
3256.93343254782,1906.62274300313
3256.93309588362,1906.62274300313
3256.93301710114,1906.62274300313
3256.93309790491,1906.62274300314
3256.9332033373,1906.62274300314
3256.93315820742,1906.62274300314
3256.93323694853,1906.62274300315
3256.93345717527,1906.62274300315
3256.93367092692,1906.62274300315
3256.93363399406,1906.62274300315
3256.9333067529,1906.62274300315
3256.93287971697,1906.62274300315
3256.9326491666,1906.62274300315
3256.93247540591,1906.62274300315
3256.93228164169,1906.62274300314
3256.93208243737,1906.62274300314
3256.93181186516,1906.62274300314
3256.93173035293,1906.62274300314
3256.9317104978,1906.62274300315
3256.93173869312,1906.62274300316
3256.93189798826,1906.62274300316
3256.93247510974,1906.62274300316
3256.9331310347,1906.62274300316
3256.93339058869,1906.62274300316
3256.9332423023,1906.62274300316
3256.93298650275,1906.62274300316
3256.93292664333,1906.62274300316
3256.93298803854,1906.62274300316
3256.93306814672,1906.62274300316
3256.93303385675,1906.62274300316
3256.93309368474,1906.62274300316
3256.93326101439,1906.62274300316
3256.93342342422,1906.62274300317
3256.93339536241,1906.62274300317
3256.93314672254,1906.62274300317
3256.93282225798,1906.62274300317
3256.93264708437,1906.62274300316
3256.93251505992,1906.62274300316
3256.93236783666,1906.62274300316
3256.93221647998,1906.62274300316
3256.93201089753,1906.62274300316
3256.93194896403,1906.62274300316
3256.93193387797,1906.62274300317
3256.93195530096,1906.62274300317
3256.93207633439,1906.62274300317
3256.93251483489,1906.62274300318
3256.93301321075,1906.62274300318
3256.9332104215,1906.62274300318
3256.93309775257,1906.62274300319
3256.93290339448,1906.62274300319
3256.93285791292,1906.62274300318
3256.93290456138,1906.62274300318
3256.93296542808,1906.62274300318
3256.93293937435,1906.62274300318
3256.93298483203,1906.62274300318
3256.93311197014,1906.62274300318
3256.93323537014,1906.62274300318
3256.93321404859,1906.62274300318
3256.93302513047,1906.62274300318
3256.93277860028,1906.62274300318
3256.93264550228,1906.62274300318
3256.93254518928,1906.62274300318
3256.93243332814,1906.62274300318
3256.93231832638,1906.62274300318
3256.93216212356,1906.62274300318
3256.9321150661,1906.62274300318
3256.93210360362,1906.62274300318
3256.93211988094,1906.62274300318
3256.9322118429,1906.62274300318
3256.9325450183,1906.62274300318
3256.93292368739,1906.62274300318
3256.93307352934,1906.62274300318
3256.93298792279,1906.62274300318
3256.9328402483,1906.62274300317
3256.93280569113,1906.62274300317
3256.93284113492,1906.62274300317
3256.93288738181,1906.62274300317
3256.93286758603,1906.62274300316
3256.93290212506,1906.62274300316
3256.93299872538,1906.62274300317
3256.93309248547,1906.62274300317
3256.93307628523,1906.62274300317
3256.93293274407,1906.62274300318
3256.93274542889,1906.62274300318
3256.9326443002,1906.62274300318
3256.93256808176,1906.62274300318
3256.93248308897,1906.62274300318
3256.93239570992,1906.62274300317
3256.93227702604,1906.62274300317
3256.93224127149,1906.62274300317
3256.93223256223,1906.62274300318
3256.93224492983,1906.62274300318
3256.9323148031,1906.62274300318
3256.93256795185,1906.62274300318
3256.93285566698,1906.62274300318
3256.93296951783,1906.62274300318
3256.93290447344,1906.62274300318
3256.93279226944,1906.62274300318
3256.93276601269,1906.62274300318
3256.9327929431,1906.62274300318
3256.93282808178,1906.62274300317
3256.93281304082,1906.62274300317
3256.93283928378,1906.62274300317
3256.93291268131,1906.62274300317
3256.93298392081,1906.62274300317
3256.93297161177,1906.62274300317
3256.9328625483,1906.62274300318
3256.93272022506,1906.62274300318
3256.93264338686,1906.62274300318
3256.93258547561,1906.62274300318
3256.93252089755,1906.62274300318
3256.93245450641,1906.62274300318
3256.93236432966,1906.62274300318
3256.93233716313,1906.62274300318
3256.93233054578,1906.62274300318
3256.93233994276,1906.62274300318
3256.93239303291,1906.62274300318
3256.9325853769,1906.62274300318
3256.93280398465,1906.62274300318
3256.93289048923,1906.62274300318
3256.9328410681,1906.62274300318
3256.9327558148,1906.62274300318
3256.93273586476,1906.62274300318
3256.93275632665,1906.62274300318
3256.93278302524,1906.62274300318
3256.93277159702,1906.62274300318
3256.93279153659,1906.62274300317
3256.93284730449,1906.62274300317
3256.93290143271,1906.62274300317
3256.93289208022,1906.62274300317
3256.93280921312,1906.62274300317
3256.93270107504,1906.62274300317
3256.93264269289,1906.62274300317
3256.93259869156,1906.62274300318
3256.93254962475,1906.62274300318
3256.93249918035,1906.62274300318
3256.93243066349,1906.62274300318
3256.9324100222,1906.62274300318
3256.93240499429,1906.62274300318
3256.93241213418,1906.62274300318
3256.9324524724,1906.62274300318
3256.93259861656,1906.62274300318
3256.93276471609,1906.62274300318
3256.93283044281,1906.62274300318
3256.93279289233,1906.62274300318
3256.93272811634,1906.62274300318
3256.93271295818,1906.62274300318
3256.93272850525,1906.62274300318
3256.932748791,1906.62274300318
3256.93274010777,1906.62274300318
3256.93275525798,1906.62274300318
3256.93279763078,1906.62274300318
3256.93283875774,1906.62274300318
3256.93283165166,1906.62274300318
3256.93276868871,1906.62274300318
3256.93268652473,1906.62274300318
3256.93264216561,1906.62274300318
3256.93260873313,1906.62274300319
3256.93257145186,1906.62274300319
3256.93253312389,1906.62274300319
3256.93248106435,1906.62274300319
3256.93246538097,1906.62274300319
3256.93246156073,1906.62274300319
3256.93246698566,1906.62274300318
3256.9324976349,1906.62274300318
3256.93260867614,1906.62274300318
3256.9327348796,1906.62274300318
3256.93278481917,1906.62274300318
3256.93275628808,1906.62274300318
3256.93270707088,1906.62274300318
3256.93269555361,1906.62274300318
3256.93270736637,1906.62274300318
3256.93272277962,1906.62274300318
3256.93271618204,1906.62274300318
3256.93272769327,1906.62274300318
3256.93275988838,1906.62274300318
3256.9327911369,1906.62274300318
3256.93278573766,1906.62274300318
3256.93273789802,1906.62274300318
3256.93267546931,1906.62274300318
3256.93264176498,1906.62274300319
3256.93261636277,1906.62274300319
3256.93258803623,1906.62274300319
3256.9325589144,1906.62274300319
3256.93251935924,1906.62274300319
3256.93250744291,1906.62274300319
3256.93250454027,1906.62274300319
3256.93250866217,1906.62274300318
3256.93253194964,1906.62274300318
3256.93261631947,1906.62274300318
3256.93271220964,1906.62274300317
3256.93275015404,1906.62274300317
3256.93272847594,1906.62274300317
3256.93269108041,1906.62274300317
3256.93268232951,1906.62274300317
3256.93269130493,1906.62274300317
3256.932703016,1906.62274300317
3256.93269800313,1906.62274300318
3256.93270674943,1906.62274300318
3256.93273121147,1906.62274300318
3256.93275495429,1906.62274300318
3256.93275085191,1906.62274300318
3256.93271450306,1906.62274300318
3256.93266706934,1906.62274300319
3256.93264146058,1906.62274300319
3256.93262215982,1906.62274300319
3256.93260063714,1906.62274300319
3256.93257851019,1906.62274300319
3256.93254845594,1906.62274300319
3256.93253940183,1906.62274300319
3256.93253719639,1906.62274300318
3256.93254032823,1906.62274300318
3256.9325580222,1906.62274300318
3256.93262212692,1906.62274300318
3256.93269498487,1906.62274300318
3256.93272381526,1906.62274300318
3256.9327073441,1906.62274300317
3256.93267893075,1906.62274300318
3256.93267228176,1906.62274300318
3256.93267910134,1906.62274300318
3256.93268799949,1906.62274300318
3256.93268419067,1906.62274300318
3256.93269083616,1906.62274300318
3256.93270942258,1906.62274300318
3256.93272746252,1906.62274300318
3256.93272434551,1906.62274300317
3256.93269672742,1906.62274300317
3256.93266068699,1906.62274300317
3256.93264122929,1906.62274300317
3256.93262656445,1906.62274300318
3256.93261021139,1906.62274300318
3256.93259339919,1906.62274300318
3256.93257056378,1906.62274300318
3256.93256368442,1906.62274300318
3256.93256200871,1906.62274300318
3256.9325643883,1906.62274300318
3256.93257783229,1906.62274300317
3256.93262653946,1906.62274300317
3256.93268189738,1906.62274300317
3256.93270380289,1906.62274300317
3256.932691288,1906.62274300317
3256.93266969936,1906.62274300317
3256.93266464742,1906.62274300317
3256.93266982897,1906.62274300317
3256.93267658984,1906.62274300318
3256.93267369588,1906.62274300318
3256.93267874517,1906.62274300318
3256.93269286724,1906.62274300318
3256.9327065741,1906.62274300318
3256.93270420578,1906.62274300318
3256.93268322138,1906.62274300318
3256.93265583764,1906.62274300318
3256.93264105356,1906.62274300318
3256.93262991112,1906.62274300318
3256.93261748596,1906.62274300318
3256.93260471195,1906.62274300318
3256.93258736147,1906.62274300318
3256.93258213448,1906.62274300318
3256.93258086127,1906.62274300318
3256.9325826693,1906.62274300318
3256.93259288412,1906.62274300318
3256.93262989213,1906.62274300318
3256.93267195343,1906.62274300318
3256.93268859737,1906.62274300318
3256.93267908848,1906.62274300318
3256.93266268529,1906.62274300318
3256.9326588468,1906.62274300318
3256.93266278377,1906.62274300318
3256.93266792072,1906.62274300318
3256.93266572187,1906.62274300318
3256.93266955835,1906.62274300318
3256.9326802884,1906.62274300318
3256.93269070295,1906.62274300318
3256.93268890348,1906.62274300318
3256.93267295941,1906.62274300318
3256.93265215307,1906.62274300318
3256.93264092003,1906.62274300318
3256.93263245394,1906.62274300318
3256.93262301323,1906.62274300318
3256.93261330746,1906.62274300318
